"","x"
"95"," 일본이 폴란드에 패배했지만 옐로카드 숫자까지 따진 끝에 강 진출에 성공했다 일 한국시간 러시아 볼고그라드 아레나에서 열린 러시아월드컵 조별리그 조 차전에서 일본은 폴란드에 로 패배했다 같은 시간 사마라 아레나에서 열린 경기에서는 콜롬비아가 세네갈에 로 승리했다 승 무 패 승점 를 기록한 일본은 세네갈 승점 와 골득실 다득점 승자승까지 모두 동률을 이뤘다 다만 일본이 페어플레이 점수에서 세네갈에 앞서며 조 위로 강에 올랐다 일본과 세네갈 모두 퇴장은 없었지만 경고 숫자에서 세네갈이 일본보다 장 더 많아 일본이 페어플레이 점수에서 앞섰던 것 하지만 점차로 뒤진 일본은 경기 종료를 앞두고 투지의 경기가 아닌 뒤에서 볼을 돌리는 모습으로 일관해 중계를 지켜보던 국내외 팬들에게 실망감을 안겼다 일본은 콜롬비아가 으로 앞선다는 소식을 들은 후반 분여부터 공을 돌려 관중의 야유를 받았다 안정한 해설위원은 경기장에는 일본 폴란드 팬 외 다른 나라 팬들도 있다 어제 한국 독일전으로 정화된 눈이 더렵혀지고 있다 고 혹평했다 경기장에서는 야유가 쏟아졌다 안정환 위원은 정상적으로 올라갔으면 축하할 일이었겠지만 경기는 제대로 해야 하지 않나 추한 강 진출이다 라면서 한국 팬들도 많이 지켜보고 있을텐데 이럴 바에는 어제 그 멋있었던 독일전 재방송 틀 걸 그랬다 고 말했다 이미나 한경닷컴 기자 한경닷컴 바로가기 글방 모바일한경 구독신청 한국경제 무단전재 및 재배포 금지 "
"96"," 서울 강성철 기자 디지털 활용 능력을 교육하는 비영리단체인 디지털리터러시교육협회 공동대표 김묘은 박일준 는 미국 뉴저지 훈민학당 한국학교에서 한인 차세대를 대상으로 신나는 디지털 캠프 를 개최한다고 일 밝혔다 캠프는 디지털 미래 인재로 가는 길 이란 부제로 월 일부터 월 일까지 열린다 협회는 학생들을 대상으로 인공지능 가상현실 컴퓨터 그래픽 마인드맵 사운드와 영상제작 등 디지털 도구 활용법을 교육하고 디지털 창의력과 협업 능력 육성을 도우며 학부모를 대상으로 디지털 이해 특강에도 나선다 학생들은 교육을 통해 정보 영상 애니메이션 사진갤러리 등을 제작하고 영상 촬영과 편집 실습에 참여한다 교육 기간에 사이버외교사절단 반크가 후원하는 반크와 함께하는 디지털 외교관 수업과 민주평화통일자문회의 뉴욕협의회와 함께 한반도 평화 통일 교육도 진행한다 김묘은 대표는 인터넷 규제와 보안 윤리 중심의 교육만으로는 디지털 인재를 키워낼 수 없다고 판단해 찾아가는 교육을 추진하고 있다 며 한인 차세대들이 인터넷을 이용만 하는 소비자에서 벗어나 정보를 자신의 관점에서 재해석하고 능동적으로 콘텐츠를 만드는 소양을 갖출 수 있도록 도울 것 이라고 밝혔다 협회는 지난해 국내 개 중학교에서 디지털 리터러시 교육 디지털 이해력 향상 교육 을 진행했으며 올해는 해외 한글학교를 대상으로 한 교육에도 나서고 있다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"97"," 이데일리 피용익 기자 한국타이어 티스테이션은 다음달 일 잠실야구장에서 진행되는 두산베어스 홈경기에서 브랜드데이를 개최한다고 일 밝혔다 티스테이션은 이번 브랜드데이가 진행되는 동안 잠실야구장 내 외부에 설치된 광고 현수막과 전광판 영상을 통해 브랜드 광고를 노출하고 클리닝타임 이벤트를 통해 한국타이어 교환권 증정 등의 행사를 진행한다 티스테이션은 년부터 년 연속 두산베어스와 광고 프로모션 계약을 체결하며 매년 브랜드데이를 개최하고 있다 피용익 대를 위한 취업 금융 생활 정보가 가득 스냅타임 네이버 홈에서 이데일리 기사 보려면 구독하기 최신 웹툰이 매일 공짜 꿀잼 웹툰 감상하기 종합 경제정보 미디어 이데일리 무단전재 재배포 금지 "
"98"," 아트광주 광주 여운창 기자 광주에서 활동하는 지역 미술작가의 작품을 전시 판매하는 광주국제미술전람회 아트광주 의 예술총감독 등이 사퇴했다 지난해 보조금 부실정산 논란을 불러일으켰던 이 행사는 올해 또 내부 갈등 등을 이유로 개막 개월을 앞두고 사무국의 행사 준비 인력 절반가량이 사임해 행사 개최 차질에 대한 우려도 나온다 일 광주시와 행사 주관기관인 광주미술협회 아트광주 사무국 등에 따르면 올해 행사 예술 총감독을 맡았던 장영준씨가 광주미협에 최근 사직서를 제출하고 물러났다 장 전 감독은 주관기관인 광주미협 측과 올해 행사 운영방식을 둘러싸고 이견을 해소하지 못해 선임 일주일 만에 사의를 밝힌 것으로 알려졌다 장 전 감독 사퇴 이후 일부 팀장과 직원 등도 함께 조직위 업무에서 물러나겠다는 뜻을 내놓았다 행사운영 방식에 대한 이견과 함께 아트광주 사무국 구성 지연 시의 보조금 예산집행이 늦어지면서 발생한 임금 지급 지연 등도 원인이 된 것으로 알려졌다 사무국이 통상 명 안팎의 직원들로 꾸려졌던 것을 고려하면 이번에 절반가량이 그만둬 사실상 행사 준비는 마비 상태다 미술전람회 행사의 경우 준비 기간만 년 이상이 소요되는 데 시간도 촉박하고 운영 인력까지 새로 뽑아야 하기 때문이다 광주시 관계자는 행사 경험 인력이 전무한 점도 부담이 된 것 같다 며 보조금 지급 지연은 지난해 행사 반납금 정산이 늦어진 것이 원인이며 미협 측에 올해 행사 준비를 독려하고 있다 고 말했다 아트광주는 년부터 매년 열리고 있으며 그동안 광주비엔날레재단 광주문화재단 광주미협 등이 위탁 운영해 왔다 올해 행사는 광주미협이 차에 걸친 공모 끝에 운영기관으로 선정됐다 광주미협은 올해 초 광주시의 아트광주 행사 공모 방식에 대해 강한 불만을 제기하기 하며 불참을 선언하기도 했지만 결국 운영기관에 뽑혔다 아트광주 은 월 일 광주 김대중컨벤션센터에서 열린다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"99"," 피아니스트 윤홍천 서울 뉴스 박정환 문화전문기자 피아니스트 윤홍천 이 총 곡인 모차르트 피아노 소나타 전곡 연주에 도전한다 금호아시아나문화재단은 윤홍천이 금호아트홀 하반기 시리즈 윤홍천 친애하는 모차르트 를 통해 전곡 연주에 도전한다고 일 밝혔다 첫 연주는 오는 월 일 서울 광화문 금호아트홀에서 열린다 윤홍천은 월 일 첫 공연에서 소나타 번 번 번과 환상곡 단조 그리고 번을 연주할 예정이다 이어지는 무대는 월 일 월 일과 일로 총 차례에 나눠 열린다 윤홍천은 년부터 독일 음반사 욈스와 함께 모차르트 피아노 소나타 전곡 녹음 프로젝트에 나서며 장 음반을 해마다 발표한 바 있다 이 음반들은 영국 클래식 전문잡지 그라모폰 의 에디터스 초이스 로 선정되기도 했다 그는 뮌헨 필하모닉 독일 방송교향악단 등과 협연했으며 유명 음악인과 실내악 무대를 이어왔다 또한 년 독일 바이에른주로부터 젊은예술가상 을 받았으며 년 독일 빌헬름 켐프 재단 최연소 최초 동양인 이사로 선출되기도 했다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"100"," 자동차 및 산업기계용 정밀 부품과 시스템 공급업체인 셰플러코리아가 년 연속으로 피아트크라이슬러그룹 의 품질 우수협력사에 선정됐다 셰플러코리아 년 연속 품질우수협력사 선정 제공 셰플러코리아 셰플러코리아는 지난해 에 제품을 공급한 여 개 공장 기준 글로벌 공급사 가운데 품질 및 재무 면에서 뛰어난 성과를 거둔 개 업체 중 하나로 선정됐다고 일 밝혔다 셰플러코리아 창원공장은 미국 에 차량용 테이퍼볼베어링과 딥그루브볼베어링을 공급하고 있다 해당 제품은 크라이슬러 미니밴 퍼시피카 플러그인하이브리드 지프 체로키 지프 컴패스 램 프로마스터 등 개 브랜드 개 차종의 단 자동 변속기에 적용된다 이병찬 셰플러코리아 대표는 셰플러코리아가 년 연속 의 품질 우수협력사로 선정될 수 있었던 것은 셰플러코리아의 모든 임직원과 관계자들이 합심한 덕분이라고 생각한다 면서 앞으로 더 좋은 품질로 보답할 수 있도록 노력을 아끼지 않기를 바란다 고 말했다 류종은 자동차 항공 전문기자 전자신문 바로가기 전자신문 전자신문인터넷 무단전재 및 재배포 금지 "
"101"," 시트로엥 뉴 베를링고 사진 한불모터스 제공 이데일리 김민정 기자 시트로엥의 뉴 베를링고 가 하반기 유럽출시를 앞두고 있다 지난 월 제네바모터쇼에서 최초 공개된 뉴 베를링고 는 년 이후 세대에 걸친 진화를 통해 다목적 레저 로 거듭났다 차량은 전장 의 인승 미디움 모델과 인승 엑스라지 모델 등 두 종류로 출시된다 파워트레인은 새로운 블루 디젤 또는 퓨어테크 가솔린 엔진이 탑재되며 단 자동변속기가 함께 맞물린다 뉴 베를링고 는 상용 밴 모델에 속하지만 안전사양과 커넥티드 기술이 대거 접목됐다 어댑티브 크루즈 컨트롤을 포함한 개 첨단운전자보조시스템 이 안전한 주행을 지원하며 뒷좌석은 개별 폴딩이 가능해 다양한 형태의 짐을 적재할 수 있다 김민정 대를 위한 취업 금융 생활 정보가 가득 스냅타임 네이버 홈에서 이데일리 기사 보려면 구독하기 최신 웹툰이 매일 공짜 꿀잼 웹툰 감상하기 종합 경제정보 미디어 이데일리 무단전재 재배포 금지 "
"102"," 가수 옥주현이 부른 드라마 같이 살래요 오리지널사운드트랙 사랑한다는 말 음원이 일 공개됐다 해당 곡은 음원 공식 발표 전부터 화제를 모았다 드라마 방영 직후 가수의 목소리를 알아차린 시청자들이 포털 사이트에 옥주현 이라고 검색하면서 그의 이름이 드라마 연관 검색어에 오른 것이다 사랑한다는 말 은 여주인공 유하 한지혜 분 의 메인 테마곡으로 이번 드라마 음악감독 프릴레오 가 직접 작사 작곡한 느린 템포의 정통 발라드곡이다 프릴레오는 옥주현은 내면의 섬세함을 강하게 끌어올리는 가창력이 뛰어난 가수 라며 평생 지켜야 하는 비밀을 가진 유하 의 감정선을 가장 잘 소화할 수 있는 유일한 목소리라고 생각했다 고 말했다 박창영 기자 뉴스 이상의 무궁무진한 프리미엄 읽을거리 아나운서가 직접 읽어주는 오늘의 주요 뉴스 매일경제 무단전재 및 재배포 금지 "
"103"," 대학가 성적조회 기간이 시작되면서 학생들의 관심이 뜨겁다 사진 중앙대학교 포털 캡처대학가 성적조회 기간이 시작되면서 학생들의 관심이 뜨겁다 년제 대학 기준으로 보통 성적조회는 학기 기말고사가 끝난 일주일 정도 후 가능하다 학점 조회를 하기 위해서 강의평가를 의무로 해야 하는 경우도 있다 학생들은 각 대학교 포털 사이트에 접속해 로그인을 하면 성적조회를 할 수 있다 일 포털 실시간검색어에는 계명대학교 와 중앙대 포털 이 상위권에 올랐다 또 온라인 커뮤니티와 입시 관련 기사 댓글창에는 자신의 학점을 올리는 글이 대거 올라왔다 는 예상보다는 과목별 학점이 나쁘지 않게 나온 건데 그래도 예상했던 결과와는 정 반대로 나오니 또 기분이 미묘하다 라고 말했고 는 이게 뭐야 학점 다 아니면 맞았는데 전공하나만 떴다 라고 말했다 강산 기자 머니 페이스북 머니 인스타그램 최신 웹툰이 매일 공짜"
"104"," 엔카닷컴 대표 김상범 은 주요 수입차 브랜드의 등록대수 변화를 국가별로 분석한 결과 최근 년간 영국차가 약 늘어나는 등 수입차 등록매물이 크게 증가한 것으로 나타났다고 일 밝혔다 엔카닷컴 최근 년 간 英 수입차 성장 제공 엔카닷컴 올 월부터 월까지 등록된 각 수입차 브랜드의 등록매물을 파악해본 결과 지난 년 같은 기간 대비 전체 등록대수는 약 증가한 만 대를 기록했다 국가별로 살펴보면 영국 브랜드가 약 늘어나 가장 큰 성장을 나타냈으며 독일차도 늘어났다 미국과 비독일계 유럽 브랜드도 거래량이 각각 증가했다 반면에 일본차 브랜드는 감소한 수치를 나타냈다 영국차 중에서는 미니가 약 늘어난 대로 가장 높은 수치를 나타냈으며 이어서 랜드로버가 약 늘어난 대 재규어는 증가한 대가 등록됐다 또 초고가 럭셔리카 브랜드인 벤틀리 대 대 롤스로이스 대 대 애스턴마틴 대 대 맥라렌 대 대 등도 큰 폭으로 증가했다 독일을 제외한 프랑스 이탈리아 스웨덴 등의 유럽 브랜드 중에서는 푸조가 약 대가 등록돼 가장 높았다 하지만 년 대비해서는 약 감소한 것으로 나타났다 이 밖에도 마세라티가 배 시트로엥 배 피아트는 배 늘어났으며 럭셔리 스포츠카 람보르기니와 페라리도 각각 배 배로 증가해 인기를 입증했다 일본 브랜드는 토요타 렉서스 닛산 등이 소폭 성장했으나 인피니티 혼다 미쯔비시 스즈키 등 그 외 브랜드들이 줄어들며 전체 등록대수는 감소한 것으로 나타났다 박홍규 엔카닷컴 사업총괄본부장은 수입차 시장이 확대되며 다양한 브랜드의 여러 조건을 가진 차량이 빠르게 증가하고 있다 며 신차 대비 합리적인 가격과 제조사의 품질 인증 제도 등으로 신뢰도가 높아져 이를 찾는 소비자가 계속해서 늘어날 것으로 예상된다 고 말했다 류종은 자동차 항공 전문기자 전자신문 바로가기 전자신문 전자신문인터넷 무단전재 및 재배포 금지 "
"105"," 르노삼성자동차 대표 도미니크 시뇨라 는 동반성장위원회가 발표한 년 동반성장지수 평가 결과 에서 년 연속 우수 등급을 달성했다고 일 밝혔다 지난해 월에 열린 르노삼성 동반성장 아카데미 제공 르노삼성자동차 동반성장지수는 공정거래위원회의 공정거래협약 이행평가와 동반성장위원회의 중소기업 체감도 평가를 합산 산정해 동반성장위원회가 년부터 매년 발표하고 있다 르노삼성차는 동반성장위원회의 협력사 체감도조사 가점 평가에서 년 연속 점수를 높이면서 상한 점수인 점을 받아 상생노력에 대한 협력사의 큰 호응과 지지를 받고 있음을 정량적으로 증명했다 가점 항목 중 최고 배점인 해외 판로 개척과 상생결제시스템 부문에서 전년보다 크게 점수를 높였다 르노삼성차는 공정거래협약 이행을 위해 하도급 거래 공정화 교육과 차 협력 업체까지 상생결제시스템 확대 동반성장 아카데미 등 다양한 상생 문화 확산 활동들을 전개하고 있다 특히 상생결제시스템은 중소기업이 대기업의 신용도를 활용해 은행을 통해 금융지원을 받는 제도로 중소기업 입장에서는 금융비용도 줄이고 납품대금도 조기에 지급받을 수 있어 경영 안정에 혜택이 되는 시스템이다 지난해 협력사의 르노삼성차 관련 매출은 조 억원으로 전년 대비 증가했다 년 전인 년 조 억원에 비해서는 두 배에 달하는 성장을 이뤘다 또 해외 판로 개척 지원으로 직접 르노 닛산 얼라이언스로 매년 조원에 달하는 수출 효과를 거두고 있다 황갑식 르노삼성차 구매본부장 전무 는 르노삼성차만의 높은 품질력은 협력업체의 기술 부품 경쟁력뿐만 아니라 지속성장 재무 건전성 글로벌 경쟁력의 결과 라며 앞으로도 고객들이 만족하는 제품 생산과 모든 협력업체의 글로벌 경쟁력 강화를 위해 더욱 동반성장에 앞장설 것 이라고 말했다류종은 자동차 항공 전문기자 전자신문 바로가기 전자신문 전자신문인터넷 무단전재 및 재배포 금지 "
"106"," 아이엘츠인강이 개월 집중 학습으로 아이엘츠 목표 점수를 완성하는 벼락치기 프리패스 를 출시했다 아이엘츠 는 영국문화원 캠브릿지 대학 호주 에듀케이션이 공동 개발해 해외유학 어학연수 취업 등에 활용되는 국제 공인 영어능력시험이다 아이엘츠인강이 여름방학을 맞아 선보이는 벼락치기 프리패스 는 아이엘츠인강의 모든 강의를 일 동안 자유롭게 수강할 수 있다 특히 단기간 목표 점수 완성을 위해 원어민 강사의 무제한 첨삭권을 함께 제공하는 것이 특징이다 무제한 첨삭 지도를 활용하면 학생들이 가장 어려움을 느끼는 아이엘츠 라이팅 과목 시험을 대비할 수 있다 이 외에도 벼락치기 프리패스 수강생에게는 아이엘츠의 기본서로 손꼽히는 캠브릿지 아이엘츠 정규 교재 권과 아이엘츠가 자체 제작한 고득점 비법서 권을 무료로 제공한다 뿐만 아니라 아이엘츠 시험의 최신 경향을 확인할 수 있는 고득점 특강 무료 수강권과 아이엘츠 모의고사 무료 수강권도 증정한다 또한 아이엘츠인강은 벼락치기 프리패스 수강생들의 학습 동기부여를 위한 특별한 이벤트를 마련했다 벼락치기 프리패스 수강생을 대상으로 아이엘츠 종합점수 가 점만 상승해도 만원 상당의 백화점 상품권을 제공할 계획이다 혜택을 받고자 하는 학생은 아이엘츠인강 홈페이지 합격후기 게시판에 점수를 인증하면 된다 아이엘츠 서동성 대표는 여름방학을 맞아 단기간에 아이엘츠 목표 점수를 완성하고자 하는 학생들을 위해 아이엘츠 추천 코스인 벼락치기 프리패스 를 선보이게 됐다 면서 언제 어디서든 최고의 아이엘츠 강의를 들을 수 있는 아이엘츠인강을 활용해 단기간에 목표 점수를 완성하고 풍성한 혜택도 받길 바란다 고 말했다 자세한 내용은 아이엘츠인강 홈페이지에서 확인 가능하다 강인귀 기자 머니 페이스북 머니 인스타그램 최신 웹툰이 매일 공짜"
"107"," 이데일리 피용익 기자 르노삼성자동차는 동반성장위원회가 발표한 년 동반성장지수 평가 결과 에서 년 연속 우수 등급을 달성했다고 일 밝혔다 동반성장지수는 공정거래위원회의 공정거래협약 이행평가와 동반성장위원회의 중소기업 체감도 평가를 토대로 동반성장위원회가 년부터 매년 발표하고 있다 르노삼성차는 동반성장위원회의 협력사 체감도조사 가점 평가에서 년 연속 점수를 높이면서 상한 점수인 점을 받아 상생노력에 대한 협력사의 큰 호응과 지지를 받고 있음을 정량적으로 증명했다 가점 항목 중 최고 배점인 해외 판로 개척과 상생결제시스템 부문에서 전년보다 크게 점수를 높여 정부의 동반성장 정책에 부합했다는 평가다 르노삼성차는 공정거래협약 이행을 위해 하도급 거래 공정화 교육 차 협력 업체까지 상생결제시스템 확대 동반성장 아카데미 등 다양한 상생 문화 확산 활동들을 전개하고 있다 특히 상생결제시스템은 중소기업이 대기업의 신용도를 활용해 은행을 통해 금융지원을 받는 제도로 중소기업 입장에서는 금융비용도 줄이고 납품대금도 조기에 지급받을 수 있어 경영 안정에 혜택이 되는 시스템이다 지난해 협력사의 르노삼성차 관련 매출은 조 억원으로 전년대비 증가했으며 년 전인 년 조 억원에 비해서는 두 배에 달하는 성장을 이뤘다 또한 해외 판로 개척 지원으로 직접 르노 닛산 얼라이언스로 매년 조원에 달하는 수출 효과를 거두고 있다 황갑식 르노삼성자동차 구매본부장은 앞으로도 고객들이 만족하는 제품 생산과 모든 협력업체의 글로벌 경쟁력 강화를 위해 더욱 동반성장에 앞장설 것 이라고 말했다르노삼성자동차 부산공장피용익 대를 위한 취업 금융 생활 정보가 가득 스냅타임 네이버 홈에서 이데일리 기사 보려면 구독하기 최신 웹툰이 매일 공짜 꿀잼 웹툰 감상하기 종합 경제정보 미디어 이데일리 무단전재 재배포 금지 "
"108"," 사 한국인삼협회와 인삼자조금관리위원회가 만개의 레시피와 함께하는 고려인삼 레시피 공모전 삼삼 蔘蔘 한 레시피 시즌 가 월 일부터 월 일까지 접수 모집 진행중이다 농림축산식품부가 후원하는 삼삼 蔘蔘 한 레시피 시즌 공모전은 다양하고 간편한 인삼 레시피를 발굴하고 소개해 다양한 연령층이 고려인삼을 간편하게 즐기고 소비하는 것을 유도하기 위해 기획됐다 삼삼 蔘蔘 한 레시피 시즌 은 만개의 레시피 온라인 및 모바일을 통해 접수가 이루어지고 본선에 진출한 팀은 오프라인 요리경연에 참여하여 실력을 겨룬다 참가자 전원에게는 스타벅스 아메리카노 기프티콘을 제공하며 본선에 진출하는 팀에게는 문화상품권 만 원권을 증정한다 심사에는 조리학과 교수 유명 셰프 전년도 공모전 수상자가 참여하여 객관적인 평가를 거쳐 대상 명 만원 우수상 명 각 만원 인기상 명 각 만원 등 총 팀에게 상금을 수여한다 한국인삼협회 반상배 회장은 한국인삼협회와 인삼자조금관리위원회는 국민들에게 우리나라 고려인삼의 효능과 우수성을 알리고자 년을 시작으로 회째 인삼 레시피 공모전을 개최하고 있다 며 이번 공모전을 통해 국민들의 식탁에 고려인삼 요리가 많이 올라갈 수 있는 계기가 되기를 바란다 고 전했다 삼삼 蔘蔘 한 레시피 시즌 을 통해 발굴된 인삼 레시피는 향후 인삼요리 책자로 제작할 계획이다 홈페이지 및 어플리케이션에서 자세한 일정과 참가 방법은 만개의 레시피 확인할 수 있고 문의사항은 공모전 담당자에게 문의하면 된다 김정환 기자 세상을 보는 눈 글로벌 미디어 세계일보 "
"109"," 국내 프리미엄 윈도우 필름 전문 브랜드 넥스가드 가 지난달 대리점 세미나를 통해 신제품 프리미엄 센텀 과 프리미엄 토탈케어 를 공개하고 제품 수급에 나섰다 넥스가드 대표 이신순 는 이번 상반기 이 두 제품을 출시해 확실한 제품 차별화로 고객에게 제품의 다양성을 제공하고 제품 선택의 폭을 넓혔다 프리미엄 센텀 은 기존의 제품과 같이 스퍼터링 공법을 적용한 반사 기능으로 열 반사율을 높여 뛰어난 열 차단 기능을 갖췄다 이번 신제품 출시 기념으로 우수한 성능 대비 합리적인 가격으로 소비자들에게 선보인다 프리미엄 토탈케어 는 프리미엄 센텀 에 강력한 자외선 차단 기능을 추가한 제품이다 기존의 토탈케어플러스 시리즈와 같은 가지 차단 기능과 더불어 프리미엄 센텀 의 열 반사 기능까지 더해져 혁신적인 기능성을 가진 제품이라 할 수 있다 한편 넥스가드 토탈케어플러스 는 인체에 유해한 자외선 까지 차단하여 완벽한 열 자외선 차단은 물론 블루라이트와 해충까지 차단하는 혁신적인 가지 차단 기능성을 갖추고 있다 최근에는 이러한 강력한 자외선 을 차단하는 특허권 자외선을 차단하는 필름의 제조 방법 을 취득하여 넥스가드만의 우수한 기술력을 입증하고 단독으로 생산할 수 있게 되었다 넥스가드 관계자는 상반기에 출시한 프리미엄 센텀 과 프리미엄 토탈케어 는 윈도우 필름의 품질은 높이되 가격은 동일한 고객 중심의 정책으로 신뢰를 형성하고 확실한 제품 업그레이드로 제품의 차별화를 꾀했다 며 이와 더불어 합리적인 시공 가격을 책정하여 대리점의 이익까지 놓치지 않았다 고 밝혔다 한국경제 무단 전재 및 재배포 금지 "
"110"," 서울 진연수 기자 일 오전 서울 종로구 광화문 우체국에서 직원들이 축하카드로 활용할 수 있는 맞춤형 카드와 즉석사진엽서를 선보이고 있다 우정사업본부가 새롭게 판매하는 맞춤형 카드는 일반형 고급형 프리미엄형 종으로 출시 즉석사진엽서는 스마트폰으로 찍은 사진을 그 자리에서 출력해 엽서로 제작해주는 서비스다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"111"," 서울 진연수 기자 일 오전 서울 종로구 광화문 우체국에서 직원들이 축하카드로 활용할 수 있는 맞춤형 카드와 즉석사진엽서를 선보이고 있다 우정사업본부가 새롭게 판매하는 맞춤형 카드는 일반형 고급형 프리미엄형 종으로 출시 즉석사진엽서는 스마트폰으로 찍은 사진을 그 자리에서 출력해 엽서로 제작해주는 서비스다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"112"," 서울 진연수 기자 일 오전 서울 종로구 광화문 우체국에서 직원들이 축하카드로 활용할 수 있는 맞춤형 카드와 즉석사진엽서를 선보이고 있다 우정사업본부가 새롭게 판매하는 맞춤형 카드는 일반형 고급형 프리미엄형 종으로 출시 즉석사진엽서는 스마트폰으로 찍은 사진을 그 자리에서 출력해 엽서로 제작해주는 서비스다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"113"," 서울 진연수 기자 일 오전 서울 종로구 광화문 우체국에서 직원들이 축하카드로 활용할 수 있는 맞춤형 카드와 즉석사진엽서를 선보이고 있다 우정사업본부가 새롭게 판매하는 맞춤형 카드는 일반형 고급형 프리미엄형 종으로 출시 즉석사진엽서는 스마트폰으로 찍은 사진을 그 자리에서 출력해 엽서로 제작해주는 서비스다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"114"," 서울 뉴시스 이재훈 기자 프랑스 피아니즘의 이정표 로 통하는 피아니스트 장클로드 펜티에 가 월 일 금호아트홀에서 펼칠 예정이던 내한공연이 취소됐다 공연기획사 금호아시아나 문화재단은 고령인 아티스트의 건강상 이유로 의사 소견서와 함께 투어 취소를 알려왔다 고 밝혔다 펜티에는 실내악 음악가 작곡가 지휘와 교수에 이르기까지 폭넓은 분야를 아우른다 특히 프렌치 피아노 레퍼토리에 있어 탁월한 해석을 자랑한다 뉴시스 빅데이터 주가시세표 바로가기 뉴시스 페이스북 트위터 "
"115"," 서울 진연수 기자 일 오전 서울 종로구 광화문 우체국에서 직원들이 축하카드로 활용할 수 있는 맞춤형 카드와 즉석사진엽서를 선보이고 있다 우정사업본부가 새롭게 판매하는 맞춤형 카드는 일반형 고급형 프리미엄형 종으로 출시 즉석사진엽서는 스마트폰으로 찍은 사진을 그 자리에서 출력해 엽서로 제작해주는 서비스다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"116"," 계간 문예지 포엠포엠 발행인 한창옥 과 포엠포엠작가회 회장 신승철 는 일 오후 시 독자와 시민이 함께 하는 시낭송회를 연다 서울 신사동 타워빌딩에서 열리는 이날 시낭송회는 강인한 이채민 공광규 박미산 이승희 황상순 이인원 이서화 주석희 시인 등을 초대한다 올해 질마재 문학상을 받은 정숙자 프로그램 썰전 등으로 대중에게 친숙한 전원책 시인 등도 함께 자리한다 이건청 전 한국시인협회장이 축사를 하고 무용가 김리혜와 일본 뮤지션 사토 유키에 등이 공연을 펼친다 문화닷컴 바로가기 문화일보가 직접 편집한 뉴스 채널 모바일 웹 대한민국 오후를 여는 유일석간 문화일보 무단 전재 및 재배포 금지 구독신청 "
"117"," 동아일보 동아일보 팀 동아일보 단독 동아일보 공식 페이스북 핫한 경제 이슈와 재테크 방법 총집결 클릭 동아일보 무단 전재 및 재배포 금지 "
"118"," 프랑수아 타부아요 피에르앙리 타부아요 지음 미래의 창 펴냄 서울경제 플라톤과 아리스토텔레스 니체와 마르크스 등 시대와 문명을 불문하고 이름을 날린 철학자들이라면 모두 꿀벌 이라는 스승에게 가르침을 받았다 사상가뿐 아니라 황제와 혁명가 다신교도 등 전혀 상관없어 보이는 이들도 꿀벌의 습성과 생태에 깊은 관심을 가지고 자신이 사는 세계를 판단하는 바로미터로 벌통을 활용했다 로마 최고의 시인 베르길리우스는 벌집을 한 명의 지도자를 가진 공화국 으로 봤고 세기 영국 사상가 버나드 맨더빌은 벌집의 풍요로움을 만들어낸 주된 원동력은 바로 욕심과 허영심 이라며 시장 자유주의의 근거로 삼기도 했다 꿀벌은 인간이 낀 색안경에 가장 걸맞은 세계상을 그들 눈앞에 펼쳤지만 꿀벌은 시대와 문화권을 막론하고 인간이 맞닥뜨린 세계와 존재의 위기를 가장 잘 설명해주는 동물이었다 특히 이 책은 실제로 철학자 와 양봉업자 가 만나 만들어낸 책이라는 점이 더욱 눈길을 끈다 파리 소르본대학에서 철학 교수로 있는 동생과 프랑스 오트루아르 지역에서 전문 양봉가로 년 넘게 꿀벌을 기르고 있는 형이 함께 썼다 꿀벌이 여섯 개의 다리로 육각형의 집을 만드는 곤충인 만큼 여섯 개의 장으로 구성했다 만 원 김현진기자 서울경제 바로가기 이제 주식시세도 서울경제에서 확인하세요 바로가기 블록체인의 모든 것 서울경제 바로가기 저작권자 서울경제 무단 전재 및 재배포 금지 "
